file,name,wins,losses,games,win_rate,terminal,colors,total_cards,draft_id,build_index
2wins_5games_3losses_wr40_id132177.dck,2wins_5games_3losses_wr40_id132177,2,3,5,40.00,eliminated,WR,40,65e6a01032d94b089cf0909f07d266ff,0
5wins_8games_3losses_wr62_id053258.dck,5wins_8games_3losses_wr62_id053258,5,3,8,62.50,eliminated,BG,40,45d96ee369244dbd9cb74ac8d66a7cd5,0
6wins_9games_3losses_wr67_id125103.dck,6wins_9games_3losses_wr67_id125103,6,3,9,66.67,eliminated,UG,41,2393e0e47cce401d926442e46b9986e2,1
4wins_7games_3losses_wr57_id087461.dck,4wins_7games_3losses_wr57_id087461,4,3,7,57.14,eliminated,UG,40,3b542244d1e2456ab0465460c512adc3,0
1wins_4games_3losses_wr25_id094133.dck,1wins_4games_3losses_wr25_id094133,1,3,4,25.00,eliminated,UR,40,3dbc8a91b6ff4294bf9a1dd8b7a0e984,0
6wins_9games_3losses_wr67_id018337.dck,6wins_9games_3losses_wr67_id018337,6,3,9,66.67,eliminated,UR,40,89a0269526b84d5bb57a4a962c07c775,0
4wins_7games_3losses_wr57_id091633.dck,4wins_7games_3losses_wr57_id091633,4,3,7,57.14,eliminated,BG,40,b60c7d20a5bb4a16936c1b3db63f54a0,0
2wins_5games_3losses_wr40_id025917.dck,2wins_5games_3losses_wr40_id025917,2,3,5,40.00,eliminated,WUR,40,f2889046d5a64ca798b703a704e4adc3,0
1wins_4games_3losses_wr25_id017026.dck,1wins_4games_3losses_wr25_id017026,1,3,4,25.00,eliminated,BG,40,de31f7545cc24f1ca93dfd8898068a09,0
2wins_5games_3losses_wr40_id122684.dck,2wins_5games_3losses_wr40_id122684,2,3,5,40.00,eliminated,UR,40,4331c62cdf5c401f95a14eaef9174f1b,0
6wins_9games_3losses_wr67_id019165.dck,6wins_9games_3losses_wr67_id019165,6,3,9,66.67,eliminated,UR,40,6f135fb6a99a4f3ca63c95541e61f92b,0
5wins_8games_3losses_wr62_id042428.dck,5wins_8games_3losses_wr62_id042428,5,3,8,62.50,eliminated,WB,40,1cfd8fe8d4fa499f8e82ca4796450825,0
5wins_8games_3losses_wr62_id032972.dck,5wins_8games_3losses_wr62_id032972,5,3,8,62.50,eliminated,UR,40,8fe32f5d77d648f4895bb1955855f174,0
7wins_9games_2losses_wr78_id078993.dck,7wins_9games_2losses_wr78_id078993,7,2,9,77.78,trophy,UG,40,4ac51891d97b4fb7b84d68f86c8c4c21,0
1wins_4games_3losses_wr25_id119100.dck,1wins_4games_3losses_wr25_id119100,1,3,4,25.00,eliminated,URG,40,69f923e68703400cbf176ba111362ddb,0
5wins_8games_3losses_wr62_id073408.dck,5wins_8games_3losses_wr62_id073408,5,3,8,62.50,eliminated,WR,40,5ea8392b6c444bb1915c1252e784fa20,0
4wins_7games_3losses_wr57_id085492.dck,4wins_7games_3losses_wr57_id085492,4,3,7,57.14,eliminated,UR,40,f86e1e26debe4035b9d578bde668b5b2,0
0wins_3games_3losses_wr0_id106847.dck,0wins_3games_3losses_wr0_id106847,0,3,3,0.00,eliminated,WR,40,f634f774f8964b928535ddf531b5efdb,0
3wins_6games_3losses_wr50_id121330.dck,3wins_6games_3losses_wr50_id121330,3,3,6,50.00,eliminated,WB,40,3a703474c3804e5d842c690df6ee5e02,0
7wins_8games_1losses_wr88_id087821.dck,7wins_8games_1losses_wr88_id087821,7,1,8,87.50,trophy,WB,40,38229e18abb149c6a7873c332a5385cc,0
4wins_7games_3losses_wr57_id033145.dck,4wins_7games_3losses_wr57_id033145,4,3,7,57.14,eliminated,BG,40,c4ce44660b084f95b9e38ff3fc4b25e0,0
4wins_7games_3losses_wr57_id119594.dck,4wins_7games_3losses_wr57_id119594,4,3,7,57.14,eliminated,URG,41,7a8bc84207ba44ec91e04beb0d9a7860,0
1wins_4games_3losses_wr25_id025700.dck,1wins_4games_3losses_wr25_id025700,1,3,4,25.00,eliminated,WR,40,9a2cdcbb186345f7ab1006f7bbfc3f7f,0
3wins_6games_3losses_wr50_id057911.dck,3wins_6games_3losses_wr50_id057911,3,3,6,50.00,eliminated,WB,40,8fb5a4ab46f344eb97dff15c14e29c82,0
3wins_6games_3losses_wr50_id046655.dck,3wins_6games_3losses_wr50_id046655,3,3,6,50.00,eliminated,WUR,40,2d895599c07b4a03bf7a2bbbb33385d1,0
4wins_7games_3losses_wr57_id076942.dck,4wins_7games_3losses_wr57_id076942,4,3,7,57.14,eliminated,WB,40,263adc1754234c30b3e20dde8bee1f43,0
5wins_8games_3losses_wr62_id005864.dck,5wins_8games_3losses_wr62_id005864,5,3,8,62.50,eliminated,UG,41,39198a7b3bc843a6a982ec7d77f0996b,0
7wins_7games_0losses_wr100_id091464.dck,7wins_7games_0losses_wr100_id091464,7,0,7,100.00,trophy,URG,40,52812daf56da4ec7af3b26a746a4c031,0
7wins_8games_1losses_wr88_id022968.dck,7wins_8games_1losses_wr88_id022968,7,1,8,87.50,trophy,WB,40,5a5ce053a4004cfa9412d35571ab791f,0
7wins_8games_1losses_wr88_id079069.dck,7wins_8games_1losses_wr88_id079069,7,1,8,87.50,trophy,WR,40,fff551ac136a45d5b71a5afb1a55bae7,0
1wins_4games_3losses_wr25_id040617.dck,1wins_4games_3losses_wr25_id040617,1,3,4,25.00,eliminated,BG,40,d2814c44eb63434384d18dc1b7724127,0
7wins_9games_2losses_wr78_id007362.dck,7wins_9games_2losses_wr78_id007362,7,2,9,77.78,trophy,WR,40,53e86a18ecb449c5905753532a43ab93,0
2wins_5games_3losses_wr40_id046572.dck,2wins_5games_3losses_wr40_id046572,2,3,5,40.00,eliminated,WR,40,59ebc90e768f40ba8c6fc1a260db6ea7,0
5wins_8games_3losses_wr62_id123414.dck,5wins_8games_3losses_wr62_id123414,5,3,8,62.50,eliminated,BR,40,6a4101fbb0ca4532bcff393b2272cfd6,0
3wins_6games_3losses_wr50_id109997.dck,3wins_6games_3losses_wr50_id109997,3,3,6,50.00,eliminated,BG,40,021875f6173b4251a2b9eb2c0b47f6f1,0
4wins_7games_3losses_wr57_id006624.dck,4wins_7games_3losses_wr57_id006624,4,3,7,57.14,eliminated,URG,41,d1d49ecd46fd4779a3fac15704ea9026,0
5wins_8games_3losses_wr62_id113785.dck,5wins_8games_3losses_wr62_id113785,5,3,8,62.50,eliminated,WB,40,bc4b57134ab645d492329cb5f2c97b86,0
2wins_5games_3losses_wr40_id038219.dck,2wins_5games_3losses_wr40_id038219,2,3,5,40.00,eliminated,UR,40,3dde28c3252446a9a7e6f71b81b364cc,0
5wins_8games_3losses_wr62_id061730.dck,5wins_8games_3losses_wr62_id061730,5,3,8,62.50,eliminated,WR,40,4bbcc51f5377428784a76a351a955738,1
5wins_8games_3losses_wr62_id050785.dck,5wins_8games_3losses_wr62_id050785,5,3,8,62.50,eliminated,UBG,40,e6127816d0f1413bb320118add73b70a,0
0wins_3games_3losses_wr0_id021473.dck,0wins_3games_3losses_wr0_id021473,0,3,3,0.00,eliminated,UR,40,c7ddc3ab74c2466f88d8b864434a6a2b,0
2wins_5games_3losses_wr40_id037962.dck,2wins_5games_3losses_wr40_id037962,2,3,5,40.00,eliminated,WR,40,22d918e28c82409784c2df0f55fe2cea,0
5wins_8games_3losses_wr62_id015691.dck,5wins_8games_3losses_wr62_id015691,5,3,8,62.50,eliminated,WR,40,68974d961c9c43a6a8dff442d82bafc4,0
4wins_7games_3losses_wr57_id091197.dck,4wins_7games_3losses_wr57_id091197,4,3,7,57.14,eliminated,UR,40,aff8452128144429a27463b92640e22b,1
6wins_9games_3losses_wr67_id025083.dck,6wins_9games_3losses_wr67_id025083,6,3,9,66.67,eliminated,WR,40,00d255ef563445ca81e1d49f1a664859,0
3wins_6games_3losses_wr50_id052722.dck,3wins_6games_3losses_wr50_id052722,3,3,6,50.00,eliminated,WR,40,7734a21d39c84051950203f2b76af59e,0
7wins_7games_0losses_wr100_id004537.dck,7wins_7games_0losses_wr100_id004537,7,0,7,100.00,trophy,BG,40,ce5eba79ab2b4cfc858b30fec1e61d49,0
3wins_6games_3losses_wr50_id100805.dck,3wins_6games_3losses_wr50_id100805,3,3,6,50.00,eliminated,UR,43,01aba342758b487e908980b904211d54,0
4wins_7games_3losses_wr57_id045014.dck,4wins_7games_3losses_wr57_id045014,4,3,7,57.14,eliminated,UBG,41,59440925de8d44ac9626cef4b0d73793,0
2wins_5games_3losses_wr40_id005440.dck,2wins_5games_3losses_wr40_id005440,2,3,5,40.00,eliminated,BG,40,99167f6070a542769c7d9ab8c1425cc0,0
5wins_8games_3losses_wr62_id008082.dck,5wins_8games_3losses_wr62_id008082,5,3,8,62.50,eliminated,WBR,40,099ed0edd26649c4964335a240c36f77,0
3wins_6games_3losses_wr50_id042656.dck,3wins_6games_3losses_wr50_id042656,3,3,6,50.00,eliminated,UG,41,e23067da93ed4b1680a8eaf6cc761b45,0
6wins_9games_3losses_wr67_id013375.dck,6wins_9games_3losses_wr67_id013375,6,3,9,66.67,eliminated,WB,40,29fec5a5efa04b349c91c68c6165f731,0
7wins_9games_2losses_wr78_id033756.dck,7wins_9games_2losses_wr78_id033756,7,2,9,77.78,trophy,URG,40,483ec950ee6b4522b772972ce1d7cab8,0
6wins_9games_3losses_wr67_id116355.dck,6wins_9games_3losses_wr67_id116355,6,3,9,66.67,eliminated,WB,40,6a89df93bd4f4b329a9b86da5510e8a0,0
5wins_8games_3losses_wr62_id047478.dck,5wins_8games_3losses_wr62_id047478,5,3,8,62.50,eliminated,BG,40,131afc268f0e439bad9ef792deec7352,0
7wins_8games_1losses_wr88_id048528.dck,7wins_8games_1losses_wr88_id048528,7,1,8,87.50,trophy,WUB,40,b39f108fd24c4551b8dc4e6b3ec1ee5d,0
5wins_8games_3losses_wr62_id073586.dck,5wins_8games_3losses_wr62_id073586,5,3,8,62.50,eliminated,UG,40,bc89b8b2d2b14e0d91ee57258ed01720,0
0wins_3games_3losses_wr0_id129936.dck,0wins_3games_3losses_wr0_id129936,0,3,3,0.00,eliminated,WR,40,7be707b110df4cec9d48542f9462f6e1,0
6wins_9games_3losses_wr67_id051117.dck,6wins_9games_3losses_wr67_id051117,6,3,9,66.67,eliminated,WR,41,4c7bcfadb1d44399af1a82cd294424b7,0
5wins_8games_3losses_wr62_id096702.dck,5wins_8games_3losses_wr62_id096702,5,3,8,62.50,eliminated,WB,40,a6e7e343b00747ecb300076fa03e2992,1
6wins_9games_3losses_wr67_id095120.dck,6wins_9games_3losses_wr67_id095120,6,3,9,66.67,eliminated,UR,41,b734e89eb6d94164be0f745efad58160,0
5wins_8games_3losses_wr62_id090668.dck,5wins_8games_3losses_wr62_id090668,5,3,8,62.50,eliminated,UBG,40,f89dcccca216404e9641effcce0ec349,1
7wins_8games_1losses_wr88_id021069.dck,7wins_8games_1losses_wr88_id021069,7,1,8,87.50,trophy,WR,40,4ebb1c07a7084c45a52ee36ca1354a4c,0
1wins_4games_3losses_wr25_id080970.dck,1wins_4games_3losses_wr25_id080970,1,3,4,25.00,eliminated,WR,40,f417d873f352412bb45ca86885f25b1a,0
3wins_6games_3losses_wr50_id098412.dck,3wins_6games_3losses_wr50_id098412,3,3,6,50.00,eliminated,URG,40,e94aa6ef23764496ae98497608771150,0
0wins_3games_3losses_wr0_id072644.dck,0wins_3games_3losses_wr0_id072644,0,3,3,0.00,eliminated,WR,40,6f97943710444fb3a5bcf758713fe057,0
5wins_8games_3losses_wr62_id069976.dck,5wins_8games_3losses_wr62_id069976,5,3,8,62.50,eliminated,UG,40,dff1cb896f4746968542b5eb50c18941,0
0wins_3games_3losses_wr0_id057189.dck,0wins_3games_3losses_wr0_id057189,0,3,3,0.00,eliminated,WUB,40,fa5d07de1e7d4573868aed1ce66e06b0,0
0wins_3games_3losses_wr0_id053805.dck,0wins_3games_3losses_wr0_id053805,0,3,3,0.00,eliminated,WR,40,607c7a279e2b4c13ab03cfc15c06a552,0
6wins_9games_3losses_wr67_id076638.dck,6wins_9games_3losses_wr67_id076638,6,3,9,66.67,eliminated,UR,40,23e50c64ecd3489d961bf1b7ecd92580,1
7wins_9games_2losses_wr78_id091410.dck,7wins_9games_2losses_wr78_id091410,7,2,9,77.78,trophy,WR,40,0c2f6a3f779143088d574f49b67874f0,0
0wins_3games_3losses_wr0_id006831.dck,0wins_3games_3losses_wr0_id006831,0,3,3,0.00,eliminated,UR,40,1dfb2628807948cb817bbbd21a24cf70,0
0wins_3games_3losses_wr0_id111952.dck,0wins_3games_3losses_wr0_id111952,0,3,3,0.00,eliminated,WR,40,5e5c99cb4d534da7a9f5315dc3c477b3,0
0wins_3games_3losses_wr0_id011827.dck,0wins_3games_3losses_wr0_id011827,0,3,3,0.00,eliminated,UG,40,bd58b11f65a348f39094e55dd789be42,0
6wins_9games_3losses_wr67_id026518.dck,6wins_9games_3losses_wr67_id026518,6,3,9,66.67,eliminated,URG,41,2f5840097f1447e48c1d88e0a3953613,0
2wins_5games_3losses_wr40_id088419.dck,2wins_5games_3losses_wr40_id088419,2,3,5,40.00,eliminated,UBRG,40,ea99797ca6f14f9c8e8183d01cd30e75,0
0wins_3games_3losses_wr0_id102859.dck,0wins_3games_3losses_wr0_id102859,0,3,3,0.00,eliminated,WB,40,624b5337ac734ac7a81a3564e21d1fb4,0
3wins_6games_3losses_wr50_id056252.dck,3wins_6games_3losses_wr50_id056252,3,3,6,50.00,eliminated,WB,41,a3ab4f763aca409fbd841871ed2f5cdd,0
5wins_8games_3losses_wr62_id056673.dck,5wins_8games_3losses_wr62_id056673,5,3,8,62.50,eliminated,WR,40,878db453ff0c469d8334cf6fc05326ca,0
1wins_4games_3losses_wr25_id055580.dck,1wins_4games_3losses_wr25_id055580,1,3,4,25.00,eliminated,WR,40,49d4137b99214f8eafa7fbda024c6604,0
5wins_8games_3losses_wr62_id117347.dck,5wins_8games_3losses_wr62_id117347,5,3,8,62.50,eliminated,WR,40,73473e50035e4cb38c22d732898c436d,0
3wins_6games_3losses_wr50_id001819.dck,3wins_6games_3losses_wr50_id001819,3,3,6,50.00,eliminated,WBR,41,667f19d416864313bf8aec4793e7f539,0
1wins_4games_3losses_wr25_id046085.dck,1wins_4games_3losses_wr25_id046085,1,3,4,25.00,eliminated,WB,40,5a8e611d48954ce5882217ad621522d8,0
2wins_5games_3losses_wr40_id106857.dck,2wins_5games_3losses_wr40_id106857,2,3,5,40.00,eliminated,WB,40,d3d9ad49ebf1434ebed47f5e8d58d8f0,0
7wins_9games_2losses_wr78_id087615.dck,7wins_9games_2losses_wr78_id087615,7,2,9,77.78,trophy,WB,40,88e7cf83b02940fdade4b60f3ba03be0,0
1wins_4games_3losses_wr25_id008652.dck,1wins_4games_3losses_wr25_id008652,1,3,4,25.00,eliminated,WB,40,56f408b635bf4c6d807715b300a2e625,0
4wins_7games_3losses_wr57_id024085.dck,4wins_7games_3losses_wr57_id024085,4,3,7,57.14,eliminated,UR,40,f223225d1b5f43c58d4a91aff03bb106,0
0wins_3games_3losses_wr0_id025799.dck,0wins_3games_3losses_wr0_id025799,0,3,3,0.00,eliminated,UR,40,ade346220f4e4e8fa4a4d519f1e34c9c,0
3wins_6games_3losses_wr50_id061596.dck,3wins_6games_3losses_wr50_id061596,3,3,6,50.00,eliminated,WUR,40,11c9547957c444a89e101e1b817fa113,0
6wins_9games_3losses_wr67_id024638.dck,6wins_9games_3losses_wr67_id024638,6,3,9,66.67,eliminated,BG,40,32ff30eac83a40cc8110953e39fa03db,0
1wins_4games_3losses_wr25_id074296.dck,1wins_4games_3losses_wr25_id074296,1,3,4,25.00,eliminated,UR,40,f0c7e97217334ed383f67555e628fde4,0
